mae,rmse,n,mape_daylight,daylight_fraction,baseline_mae,baseline_rmse,baseline_mape,mae_improvement_pct,beats_baseline,unit,task,model,baseline,kwp,best_iteration,train_seconds
0.026758446354072263,0.06703120684916898,10410,31.871126402216877,0.2852065321805956,0.06967093376636606,0.1770869351185654,94.87132546749206,61.59309929187425,True,ss_2405,solar,Gradient boosting,Seasonal persistence (t-24h),3.36,107,1.9
0.033976047215251305,0.07866145577085182,10257,31.74812384716362,0.3190016574046992,0.09349185254650114,0.21594133147215616,106.23374627363364,63.65881487014898,True,ss_2428,solar,Gradient boosting,Seasonal persistence (t-24h),3.36,80,1.5
0.03396313974188057,0.08245161243018377,10218,34.75871750113041,0.30328831473869644,0.10112177237607813,0.23263392685552067,115.53322906157516,66.41362295790312,True,ss_2471,solar,Gradient boosting,Seasonal persistence (t-24h),3.33,99,2.0
0.03368033506507537,0.07926826573691845,10382,35.74357042239227,0.29185128106337893,0.09058331402635551,0.21492300938804063,109.9919872359798,62.81838942735528,True,ss_2493,solar,Gradient boosting,Seasonal persistence (t-24h),3.33,80,1.7
0.038043562173705296,0.0928211088086544,10276,35.128701959362346,0.3105293888672635,0.11052158560037856,0.25928067748023287,123.39375149325642,65.57816107410696,True,ss_2494,solar,Gradient boosting,Seasonal persistence (t-24h),3.84,91,1.9
0.03271315313685544,0.07234878424449186,9816,31.509078383408944,0.33618581907090467,0.08902019664987841,0.19478681281422136,99.24568732087504,63.25198733775195,True,ss_2549,solar,Gradient boosting,Seasonal persistence (t-24h),2.82,79,1.6
0.035629473185172324,0.08345422867138327,10410,32.974948818236676,0.3192122958693564,0.09282630729944856,0.22031972064811614,101.01869916935686,61.61705208176047,True,ss_2552,solar,Gradient boosting,Seasonal persistence (t-24h),3.76,82,1.7
0.027887569177414865,0.07398555577040572,10373,34.0547916544789,0.2763906295189434,0.07243547596865146,0.19477849935583613,98.36748014364925,61.500122965321566,True,ss_2553,solar,Gradient boosting,Seasonal persistence (t-24h),3.76,115,2.1
